RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll
0.3410582690454386,0.4234707965151964,0.4001280164167869,0.4466470717716978
0.6202970748009032,0.2137925611769775,0.4438549722631097,0.4190674729059574
0.3527092013597549,0.4807665933808726,0.5,0.9118747653144462
0.5503195615797323,0.49893058004679963,0.6446297832351234,0.3255169556266266
0.3998403390756927,0.5921886323919958,0.416357813076853,0.33594023125428907
0.40374795629222265,0.2742579127628825,0.6910657007100837,0.7112428946925458
0.9374133971337747,0.4514482122187553,0.4620265909755618,0.4672346596573914
0.5893717606332738,0.5022829936931956,0.6319480071152196,0.4487187787287488
0.26247440870319844,0.7655388943983605,0.4172448182118936,0.6933744221879814
0.4437590798160783,0.5239212999562967,0.22296672052625774,0.3372350481024459
0.5658781111105784,0.5988325067093987,0.46097177405821627,0.5238181559218449
0.1924249761467538,0.5065497019704267,0.3874222671851252,0.32771814426849316
0.5582306884598235,0.4250555738753109,0.35282906691854415,0.4338283849749453
0.43438559311875796,0.4515091651941443,0.5119865558789262,0.4258652613587808
0.6517497974272056,0.7616988569488525,0.668099459646061,0.4426978803848195
0.3926963517718527,0.564272169663826,0.4642800634807999,0.7282049954034001
0.5365350223189671,0.5757313290369612,0.4037719294039805,0.5274436430966839
0.31627007148781927,0.25133959401661204,0.5327952168847421,0.3121803420906113
0.3975628934586967,0.6455834388327748,0.7630569553189144,0.5082803537439629
0.42822450339699,0.6273584991914587,0.6592773545191714,0.5874584040087529
0.35608941011761214,0.41749740492707277,0.6701611472572363,0.3177480545376856
0.5109796851850964,0.703184000575396,0.6708803406099719,0.3923295049915189
0.45190993781374805,0.46406547812428184,0.3149994965646531,0.5123590268156569
0.3584387750698816,0.6013315787003485,0.32152018296278895,0.39453069363338555
0.3998403390756927,0.5063668430442597,0.09080295540521748,0.6580259222333
0.46149918251688904,0.5227022404485163,0.7063365728998355,0.5036837539330061
0.5698576476623819,0.5229460523500724,0.6422084989475804,0.6157501521409796
0.691808867174577,0.4911895521723945,0.3274894877904942,0.5458947831829187
0.31857149021657305,0.4987477211206326,0.44699544990338835,0.14786808405950977
0.4437351067043205,0.3344184994718424,0.28436185973811773,0.2050342479056337
0.5698336745506241,0.6009049078726253,0.31384878720027615,0.32713547668682263
0.36124362914555036,0.3265555656466592,0.5910738515680812,0.3328974116611205
0.6511025234097436,0.10078574480573975,0.19702781360426144,0.6303168416827439
0.4307656532433223,0.1577158238190817,0.8529561244108609,0.6055210990405406
0.5450694501047625,0.07549026001929772,0.6357117856612025,0.4840025378410224
0.45569768947148875,0.41938694716413233,0.19067493898843058,0.28939156556305107
0.5551381570430605,0.6444862852757726,0.5961801243725038,0.5526925716357421
0.5196579516414389,0.5722570094397873,0.8484252062886266,0.4993461174916808
0.23207650299424165,0.5620778625498214,0.43165265837836286,0.3092670041822584
0.28172481744475397,0.613826938655097,0.37685012489991226,0.4551928629695329
0.3459008376205248,0.6763037384288394,0.4202654302933829,0.4180963602698398
0.23783004981612624,0.28376657692356916,0.6673083469580519,0.32480480636014036
0.658198564490068,0.574634175479959,0.5476345730628527,0.529839054265774
0.4945581036309675,0.6840447663032447,0.5138564585960387,0.26576115808418893
0.4479304012619446,0.7515197100588866,0.3017903119860764,0.491900920614779
0.48460926225145873,0.6792904342229014,0.35402772250643677,0.7252269166526395
0.31974617269270783,0.5197764976298435,0.31140352980097524,0.5274436430966839
0.40156640312225805,0.25304627732750457,0.5536278510023158,0.33878882832023405
0.6164613769196469,0.0849989241799843,0.765861809394583,0.4872395799614145
0.7961398495447506,0.6292480414285182,0.5156304688661197,0.4740971889526226
0.43110127680793225,0.6297966182070194,0.48626340696275056,0.2715878339008947
0.47840022630617496,0.6048668512729114,0.5365589954307248,0.5650580725356398
0.5984815431012577,0.1221192861918957,0.5518298676204769,0.7705455063381283
0.6036597352409537,0.4671131268937327,0.3386849309814112,0.4217218474446789
0.8322193827403185,0.44705959799074607,0.6111872923329194,0.5112584324947236
0.6257869173934516,0.3221669514186499,0.19944909789180454,0.4566171615025055
0.5365350223189671,0.08694941939243289,0.47585907645984266,0.5461537465525501
0.48103726859953877,0.4500462937848079,0.19697986738074574,0.36844013414302546
0.31969822646919216,0.6361966806228663,0.5462681056926552,0.5859693646333726
0.23806978093370473,0.29400667678892406,0.5419289724644839,0.4999287850733513
0.6753153662851745,0.4050020449723242,0.4019499729103837,0.6361435174994496
0.3640245101094612,0.4275546458662606,0.7037954230535032,0.7644598671517914
0.43826923722353006,0.2798046335232831,0.41642973241212655,0.020134401988838677
0.6409139509126563,0.7769371007961067,0.567076766698471,0.36261345832631975
0.32787305757861984,0.4333451785282172,0.5608197845296715,0.6667659359583586
0.7222307459952917,0.8164346288481898,0.590474523774135,0.7182349056725925
0.09116255208158527,0.3075991903006749,0.5426002195937037,0.3483704729965946
0.4620265909755618,0.5374528604926585,0.6362871403433908,0.5460242648677345
0.5505113464737951,0.4835094772733783,0.6052899068404877,0.712343489013479
0.43170060460187853,0.582070438477419,0.5466037292572651,0.4840025378410224
0.3560654370058542,0.3980534057779763,0.438125398552983,0.5906307052867371
0.5885566748335068,0.6451567680050517,0.502756907852153,0.312698268829874
0.558470419577402,0.1627139678009811,0.659325300742687,0.8036928176509432
0.3481543101257629,0.414754521034567,0.1510713583644584,0.47066592430500703
0.44227274688709145,0.546595806801011,0.5810051446297833,0.4790822338180264
0.7087338840756208,0.6657588736865395,0.4485537021676488,0.6279861713560616
0.2927284757416082,0.21641353911870523,0.29462235157047856,0.7998083671064727
0.3335067388417151,0.34417097553408516,0.4743967166426136,0.4946847768383162
0.6368385219138214,0.709949780843577,0.47379738884866734,0.4294907485336199
0.3767782055646387,0.3566663354888337,0.3510550566484631,0.42178658828708676
