RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll
0.34106055520928225,0.42344264293551137,0.40012945294145846,0.4466528551081186
0.620295344488661,0.21376325734487384,0.44385577983410845,0.4190728991324615
0.3527113199405476,0.4807387541143484,0.5,0.9118865725754242
0.5503188378002589,0.498902840424235,0.6446277029294721,0.32552117052958696
0.3998417797382174,0.592161404364257,0.4163590161576449,0.3359445811213259
0.4037493407489092,0.27422894063147635,0.6910629524859759,0.7112521041046226
0.9374071055281201,0.451420212117518,0.46202713717217236,0.4672407095688204
0.5893704751402407,0.5022552724612946,0.6319461092199261,0.4487245888903276
0.2624778251905835,0.7655126173351213,0.41724600853430505,0.69338340023307
0.4437598887663614,0.5238936974277704,0.2229707052788033,0.3372394147352066
0.5658771635422161,0.5988053151286115,0.460972335426955,0.5238249384954033
0.19242940020137128,0.5065220041448251,0.3874238864649758,0.327722387673184
0.5582298508893897,0.4250274289893941,0.3528311837752313,0.4338340023307005
0.4343865368940883,0.4514811654272827,0.5119863834683799,0.42587077560533476
0.6517476147096898,0.7616725588199439,0.66809704176056,0.4427036125857827
0.39269789519106296,0.5642447884920151,0.46428057726422783,0.7282144244464587
0.536534496811622,0.5757040107277825,0.403773313515846,0.527450472614269
0.3162727141966726,0.2513104961599415,0.5327947451694874,0.3121843843066166
0.3975643668792252,0.6455565037181519,0.7630531715970656,0.5082869351288359
0.4282255357913411,0.6273314640985005,0.6592750635278324,0.5874660106176356
0.35609148007863073,0.41746921857856883,0.6701586997171214,0.31775216884630325
0.510979527257036,0.7031573814458124,0.6708778827252242,0.39233458500582674
0.4519106295248597,0.464037547238815,0.31500215754902433,0.5123656610125599
0.35844081123843313,0.601304400828965,0.321522750155823,0.39453580214942385
0.3998417797382174,0.5063391442155308,0.09080884115644627,0.6580344425741292
0.4614997362995637,0.5226746312324759,0.7063336050246919,0.5036902757995598
0.5698566428537182,0.5229184444715348,0.6422064534688594,0.6157581250809271
0.6918061082610155,0.4911617700841156,0.3274919691230762,0.5459018516120678
0.3185740998226015,0.4987199804949409,0.446996212302824,0.14786999870516637
0.4437359159994247,0.33438985736925514,0.28436496140384526,0.20503690275799558
0.5698326700867814,0.600877727660612,0.31385146473605985,0.3271397125469377
0.36124562497003404,0.32652688040960626,0.5910725415927507,0.33290172212870645
0.6511003500023973,0.10075582104108254,0.19703217145322913,0.6303250032370841
0.4307666490866376,0.15768621236133118,0.852951047609915,0.6055289395312703
0.5450688018411085,0.07546019748872372,0.6357098336289975,0.48400880486857445
0.4556983267008678,0.4193587711812752,0.19067938821498778,0.2893953127023178
0.5551373639545476,0.644459344142387,0.5961787409502806,0.552699728084941
0.519657668888143,0.5722296720711935,0.8484201946588675,0.4993525831930597
0.23208035671477206,0.5620504693404852,0.4316536414632977,0.3092710086753852
0.28172795704080167,0.6137998293307327,0.3768518962458647,0.45519875695973067
0.34590305413050776,0.6762769718395708,0.42026657716833676,0.41810177392205106
